INFO 2025-12-06 13:13:03,561 autoreload 667 Watching for file changes with StatReloader
INFO 2025-12-06 14:59:07,115 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 14:59:11,003 basehttp 213 "POST /admin/plan/plan/add/?_to_field=id&_popup=1 HTTP/1.1" 200 315
INFO 2025-12-06 15:00:28,125 basehttp 213 "POST /admin/cronjob/cronjob/add/ HTTP/1.1" 302 0
INFO 2025-12-06 15:00:28,197 basehttp 213 "GET /admin/cronjob/cronjob/ HTTP/1.1" 200 34405
INFO 2025-12-06 15:00:28,225 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:00:33,526 basehttp 213 "GET /admin/plan/plan/ HTTP/1.1" 200 33103
INFO 2025-12-06 15:00:33,556 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:00:34,487 basehttp 213 "GET /admin/plan/record/ HTTP/1.1" 200 29033
INFO 2025-12-06 15:00:34,518 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:00:36,755 basehttp 213 "GET /admin/plan/plan/add/ HTTP/1.1" 200 12999
INFO 2025-12-06 15:00:36,783 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:00:42,296 basehttp 213 "POST /admin/plan/plan/add/ HTTP/1.1" 200 13527
INFO 2025-12-06 15:00:42,331 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:00:45,228 basehttp 213 "POST /admin/plan/plan/add/ HTTP/1.1" 200 13393
INFO 2025-12-06 15:00:45,278 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:00:48,588 basehttp 213 "POST /admin/plan/plan/add/ HTTP/1.1" 302 0
INFO 2025-12-06 15:00:48,642 basehttp 213 "GET /admin/plan/plan/ HTTP/1.1" 200 34127
INFO 2025-12-06 15:00:48,673 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:00:52,619 basehttp 213 "GET /admin/plan/record/add/ HTTP/1.1" 200 15778
INFO 2025-12-06 15:00:52,651 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:00,728 basehttp 213 "POST /admin/plan/record/add/ HTTP/1.1" 302 0
INFO 2025-12-06 15:01:00,798 basehttp 213 "GET /admin/plan/record/ HTTP/1.1" 200 35227
INFO 2025-12-06 15:01:00,829 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:02,274 basehttp 213 "GET /admin/plan/report/ HTTP/1.1" 200 26598
INFO 2025-12-06 15:01:02,314 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:03,118 basehttp 213 "GET /admin/plan/report/add/ HTTP/1.1" 200 11416
INFO 2025-12-06 15:01:03,166 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:07,588 basehttp 213 "POST /admin/plan/report/add/ HTTP/1.1" 200 11845
INFO 2025-12-06 15:01:07,635 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:16,535 basehttp 213 "POST /admin/plan/report/add/ HTTP/1.1" 200 11852
INFO 2025-12-06 15:01:16,570 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:21,968 basehttp 213 "POST /admin/plan/report/add/ HTTP/1.1" 302 0
INFO 2025-12-06 15:01:22,039 basehttp 213 "GET /admin/plan/report/ HTTP/1.1" 200 27314
INFO 2025-12-06 15:01:22,064 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:28,820 basehttp 213 "GET /admin/bug/handle/ HTTP/1.1" 200 27195
INFO 2025-12-06 15:01:28,866 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:29,420 basehttp 213 "GET /admin/bug/bug/ HTTP/1.1" 200 27792
INFO 2025-12-06 15:01:29,454 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:30,617 basehttp 213 "GET /admin/django_celery_results/groupresult/ HTTP/1.1" 200 33716
INFO 2025-12-06 15:01:30,649 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:01:31,293 basehttp 213 "GET /admin/django_celery_results/taskresult/ HTTP/1.1" 200 38974
INFO 2025-12-06 15:01:31,345 basehttp 213 "GET /admin/jsi18n/ HTTP/1.1" 200 9327
INFO 2025-12-06 15:27:52,432 basehttp 213 "POST /verify/ HTTP/1.1" 200 2
INFO 2025-12-06 15:57:52,421 basehttp 213 "POST /verify/ HTTP/1.1" 200 2
INFO 2025-12-06 16:27:52,427 basehttp 213 "OPTIONS /verify/ HTTP/1.1" 200 0
INFO 2025-12-06 16:27:52,430 basehttp 213 "POST /verify/ HTTP/1.1" 200 2
INFO 2025-12-06 16:58:38,429 basehttp 213 "POST /verify/ HTTP/1.1" 200 2
INFO 2025-12-06 17:08:46,580 basehttp 213 "OPTIONS /environment/?project%5Bproject%5D=1 HTTP/1.1" 200 0
INFO 2025-12-06 17:08:46,589 basehttp 213 "OPTIONS /interface/?project=1&page=1&size=10 HTTP/1.1" 200 0
INFO 2025-12-06 17:08:46,590 basehttp 213 "OPTIONS /scene/?project=1 HTTP/1.1" 200 0
INFO 2025-12-06 17:08:46,598 basehttp 213 "OPTIONS /plan/?project=1 HTTP/1.1" 200 0
INFO 2025-12-06 17:08:46,635 basehttp 213 "GET /environment/?project%5Bproject%5D=1 HTTP/1.1" 200 3122
INFO 2025-12-06 17:08:46,644 basehttp 213 "GET /scene/?project=1 HTTP/1.1" 200 139
INFO 2025-12-06 17:08:46,660 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 231
INFO 2025-12-06 17:08:46,671 basehttp 213 "GET /plan/?project=1 HTTP/1.1" 200 296
INFO 2025-12-06 17:08:47,729 basehttp 213 "OPTIONS /environment/?project=1 HTTP/1.1" 200 0
INFO 2025-12-06 17:08:47,781 basehttp 213 "GET /environment/?project=1 HTTP/1.1" 200 3122
INFO 2025-12-06 17:08:52,435 basehttp 213 "OPTIONS /project/?page=1&size=10 HTTP/1.1" 200 0
INFO 2025-12-06 17:08:52,501 basehttp 213 "GET /project/?page=1&size=10 HTTP/1.1" 200 535
INFO 2025-12-06 17:08:53,903 basehttp 213 "GET /environment/?project=1 HTTP/1.1" 200 3122
INFO 2025-12-06 17:08:54,757 basehttp 213 "GET /project/?page=1&size=10 HTTP/1.1" 200 535
INFO 2025-12-06 17:08:58,242 basehttp 213 "GET /environment/?project=1 HTTP/1.1" 200 3122
